Country Code,Indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
LIC,IC.REG.DURS.MA,,,,55.73684211,49.31818182,56.70833333,53.04,47.96,42,39.04,36.72,27.4,26.25,23.21153846,21.86538462,23.03703704,22.51851852,21.87037037,22.22222222,21.48148148,,
LIC,IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,9.054545455,
LIC,IC.TAX.TOTL.CP.ZS,,,,,,92.8375,89.74,88.136,86.792,87.528,84.684,65.348,63.93846154,52.13846154,43.80769231,44.18076923,44.67307692,45.48846154,45.67692308,45.78076923,,
LIC,SE.PRM.TCAQ.ZS,,,,,,,,78.18686676,76.47554779,76.06751251,72.70066833,70.60295105,69.82852173,69.23297119,69.23444366,69.56076813,68.71543884,72.72483826,71.97399902,69.92032623,,
LIC,SL.UEM.TOTL.FE.ZS,5.034403515,5.117473837,5.169998099,5.192586525,5.080678945,4.972743709,4.983293062,5.011940541,4.986149287,5.209410213,5.423912547,5.326313471,5.232670872,5.101964742,5.054173718,5.198338523,5.237898726,5.266121742,5.279707579,5.276039215,6.059476884,6.38697518
LIC,SL.UEM.TOTL.MA.ZS,5.329772172,5.362812953,5.369574302,5.326305671,5.223692165,5.162694503,5.093052566,5.071999159,5.109282691,4.824326816,4.97073594,4.912083099,4.860571932,4.784752603,4.855066918,4.918520255,4.941641958,4.949758677,4.944755187,4.974625271,5.654264543,5.801034814
LIC,SP.URB.TOTL.IN.ZS,27.48765441,27.72318986,27.96727769,28.20801983,28.4576047,28.73419796,29.02557608,29.24569204,29.60380451,29.95823188,30.30329149,30.58236638,30.83406154,31.09041327,31.3653673,31.71560753,32.08430793,32.47065849,32.87685731,33.3039302,33.75150263,34.22022952
LMC,IC.BUS.DISC.XQ,,,,,,4.074074074,4.074074074,4.12962963,4.222222222,4.407407407,4.5,4.537037037,4.611111111,4.666666667,5,5.111111111,5.314814815,5.407407407,5.555555556,5.722222222,,
LMC,IC.CRD.INFO.XQ,,,,,,,,,,,,,,3.240740741,3.481481481,4.018518519,4.444444444,4.666666667,4.888888889,5.388888889,,
LMC,FS.AST.PRVT.GD.ZS,27.74773472,28.93419829,30.03194828,29.70143502,31.71338747,33.25969397,35.18807219,37.94356325,41.41685628,39.82934681,40.83906831,40.59899868,40.73805348,40.49232663,41.34801234,42.6700835,43.56263251,42.98551731,42.91358987,43.29016632,45.87812595,
LMC,EG.USE.ELEC.KH.PC,462.4278786,470.2227341,486.5834092,509.0826559,535.1979625,556.4449695,588.3890171,615.481966,629.1867473,649.328758,693.1227778,732.6811929,757.4405283,786.532614,815.4272843,,,,,,,
LMC,EG.IMP.CONS.ZS,-22.25094873,-20.49078498,-19.18021668,-22.45670664,-22.24251836,-24.08940902,-25.18140629,-24.219561,-22.02193637,-19.97371971,-19.27395902,-20.14452556,-15.10640857,-14.46708043,-11.61876659,,,,,,,
LMC,GC.XPN.TOTL.GD.ZS,,,17.5401374,17.3154627,16.91300135,,,,18.81078593,18.37804757,17.62279371,16.97290208,17.7390542,17.94997744,17.46792442,16.89247238,15.86800848,15.99345305,16.06960892,,,
LMC,IT.NET.BBND.P2,,,0.012787842,0.021864559,0.039941871,0.111179781,0.212979615,0.320584635,0.518232206,0.76853263,0.986984102,1.279611704,1.439793552,1.588652165,1.824171125,2.046770075,2.387061718,2.607698469,2.91815475,3.186772837,3.68126248,
LMC,IT.MLT.MAIN.P2,3.548216624,3.931186819,4.209157748,4.384266322,4.957402335,5.174793934,5.168097785,5.463149255,5.966788987,6.158582168,6.066353069,5.680118066,5.497391691,4.942085113,4.546077441,3.899809737,3.776477289,3.632613759,3.47689628,3.334290806,3.29455999,
LMC,NY.GDP.MKTP.KD.ZG,4.423942844,4.109079582,4.830677605,6.161188774,6.557021343,6.083015063,6.43501982,6.869574457,4.231763348,4.649439744,6.600893102,4.775749654,4.475866424,4.978196297,5.554989874,5.015991066,5.70922875,5.059489894,4.824460346,3.784775134,-3.322305358,5.59139502
LMC,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,
LMC,SE.XPD.TOTL.GD.ZS,2.975150108,,2.89222002,3.12451005,3.077780008,3.276695013,3.40350008,3.24584496,3.859465003,3.960760117,4.006750107,3.89854002,3.562020063,3.98360002,3.64814508,4.154720068,4.254079819,4.378849983,4.061404943,3.689790726,,
LMC,TX.VAL.TECH.MF.ZS,,,,,,,,,,,6.639240758,5.915946051,6.157072053,6.066798746,6.411731673,6.404816257,5.95583257,9.623017449,10.24744747,11.89614292,12.85420047,
LMC,FP.CPI.TOTL.ZG,4.01021482,4.419772459,3.533042143,4.818385679,4.63500759,5.378875964,5.80360444,6.557227726,10.76141823,4.919238055,4.69889065,6.107427146,5.196186155,5.161898986,4.78942509,3.503035457,3.205224346,3.627096107,3.938826467,3.017988072,3.46841178,4.482234887
LMC,FR.INR.LNDP,9.084166667,8.980769231,8.94674676,8.961538462,7.907083333,7.551475,7.467111088,7.264586338,6.666666667,7.276666667,7.972393273,7.891516667,7.054599204,6.893229517,6.744091411,6.834667621,6.846858407,6.958093646,6.761666667,6.702730922,7.063954678,
LMC,SL.TLF.CACT.FE.ZS,38.89598207,38.88853576,38.7170419,38.84190124,38.90324121,39.03123046,38.52777186,38.40211448,37.82705193,37.44610477,37.06413973,36.4078395,35.74148807,35.41257622,35.23978758,35.12693659,34.9349677,34.82676474,34.60598394,34.83535324,32.87874038,33.3919847
LMC,SL.TLF.CACT.MA.ZS,79.88020619,79.80054016,79.626427,79.50497879,79.49836064,79.26949672,78.93635287,78.65688619,78.28046653,77.93727113,77.70461225,77.37445465,76.99018843,76.49418403,75.9664425,75.55697831,75.07313998,74.62502544,74.31254179,74.16299597,71.49874524,71.94712494
LMC,LP.LPI.OVRL.XQ,,,,,,,,2.379347826,,,2.583902439,,2.537045455,,2.583540727,,2.526359244,,2.569772727,,,
LMC,CM.MKT.LCAP.GD.ZS,28.96435097,18.83500336,21.23329949,,37.9723032,43.66767277,54.06610039,86.7578217,34.61422457,54.45564884,58.25530902,41.02927321,47.32276964,46.61002243,50.60639171,49.88476005,48.26494002,61.55432345,55.86029289,58.89568125,79.59982039,
LMC,MS.MIL.XPND.GD.ZS,2.324814266,2.354493127,2.277919615,2.211008062,2.266743185,2.187359842,2.069548953,2.022615293,2.021346791,2.281367851,2.132151222,2.022673281,2.046319809,2.022786153,2.070143375,2.082877406,2.130267865,2.138683436,2.005471797,1.985695567,2.163083922,
LMC,IT.CEL.SETS.P2,1.054349275,1.94561468,2.991954452,4.958859527,7.936936439,12.9784013,21.18188892,30.69932316,42.29649746,53.56383737,66.5944165,76.23804977,78.90984537,82.21555157,86.58261745,88.99454891,94.97881762,97.81217779,96.50220051,99.36374295,100.0473165,
LMC,GC.NLD.TOTL.GD.ZS,,,-3.253036905,-3.149679796,-2.119332023,,,,-2.453787961,-4.02044338,-2.80774447,-2.377618184,-2.941618245,-3.603092936,-3.39127559,-3.147037666,-2.697450444,-2.876041394,-2.313192663,,,
LMC,EN.URB.LCTY.UR.ZS,16.3787195,16.33197893,16.28481276,16.24166627,16.20637464,16.17681777,16.15465724,16.13137552,16.12097609,16.11609637,16.05203824,16.03891761,16.04137785,16.04900551,16.06322991,16.06964832,16.08245012,16.10107694,16.12502852,16.12628985,16.13264223,16.14394816
LMC,GB.XPD.RSDV.GD.ZS,,,,,,,,,,0.517130541,,,,0.440710079,,,,0.534164257,,,,
LMC,IC.LGL.CRED.XQ,,,,,,,,,,,,,,4.12962963,4.185185185,4.407407407,4.555555556,5.055555556,5.277777778,5.555555556,,
LMC,GC.TAX.TOTL.GD.ZS,,9.920077997,10.19335684,10.50821924,10.79237134,,,,12.36511967,11.1764288,11.56885111,11.72559087,11.91372147,11.85935284,11.33448219,11.63111068,11.63866008,11.70197963,12.17860621,,,
LMC,IC.REG.DURS.FE,,,,60.675,60.97674419,56.91666667,55.35416667,50.84375,49.61458333,47.28125,43.59375,38.84375,37.94897959,34.43037037,30.30074074,28.91777778,27.735,26.90231481,25.31277778,24.28407407,,
LMC,IC.REG.DURS.MA,,,,60.575,60.86046512,56.8125,55.25,50.73958333,49.48958333,47.15625,43.46875,38.71875,37.82653061,34.31925926,30.18962963,28.80666667,27.62388889,26.7912037,25.20166667,24.17296296,,
LMC,IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,7.279069767,
LMC,IC.TAX.TOTL.CP.ZS,,,,,,51.08541667,51.02916667,50.6,50.10416667,48.59583333,47.51875,48.12916667,46.37959184,44.89074074,44.03333333,43.8962963,43.47037037,43.38148148,43.40185185,43.93518519,,
LMC,SE.PRM.TCAQ.ZS,,,,,89.07852173,89.92225647,90.79489899,90.57421112,89.68654633,89.16777039,88.16271973,85.60794067,85.69695282,81.0463028,80.87335205,80.36763763,76.57923126,78.4672699,81.4238205,79.95069885,81.11550903,
LMC,SL.UEM.TOTL.FE.ZS,6.010274364,6.113921361,6.077980568,6.10729706,6.141566046,6.18824635,5.955361837,5.891709097,5.607500297,5.584765119,5.530190194,5.369622906,5.33023073,5.320888565,5.32742214,5.605723092,5.699984944,5.66648459,5.496588353,5.243582334,6.028551773,5.881750692
LMC,SL.UEM.TOTL.MA.ZS,5.447030936,5.383131382,5.375087634,5.365996613,5.211176365,5.218836398,5.06696555,5.039732537,4.911284318,4.993251053,4.860845078,4.870241131,4.881819599,4.910962995,4.873912791,4.965269492,5.063429894,5.060777218,5.082663145,4.938311049,6.833445834,5.847091626
LMC,SP.URB.TOTL.IN.ZS,33.78194014,34.1330793,34.52925963,34.93325255,35.34132475,35.75416545,36.16750974,36.5834249,37.00537517,37.43449813,37.87197034,38.31274902,38.7589549,39.21151291,39.66917139,40.13238326,40.5989724,41.07045359,41.54868208,42.03395257,42.52619013,43.02365225
MEA,IC.BUS.DISC.XQ,,,,,,4.952380952,4.952380952,4.952380952,5.047619048,5.238095238,5.333333333,5.333333333,5.571428571,5.666666667,6,6,6,6.19047619,6.380952381,6.380952381,,
MEA,IC.CRD.INFO.XQ,,,,,,,,,,,,,,4.047619048,4.142857143,4.19047619,4.571428571,5,5.142857143,5.380952381,,
MEA,FS.AST.PRVT.GD.ZS,36.31442407,38.93631106,39.25228961,38.24115341,36.98918963,37.55907451,37.50106572,38.85857472,38.40609099,42.92671177,42.93340257,42.03358721,41.13326812,41.58282025,45.07126066,53.35412401,59.99620928,58.21244709,,,,
MEA,EG.USE.ELEC.KH.PC,1750.977457,1829.12617,1911.358991,2004.648562,2068.795212,2147.572747,2264.399969,2333.771813,2415.221784,2469.342226,2659.041195,2693.049363,2750.695936,2799.530476,2895.956155,,,,,,,
MEA,EG.IMP.CONS.ZS,-238.3074858,-211.7348804,-190.7846653,-206.5266008,-205.2613463,-200.2635678,-188.6758644,-176.5514946,-166.5591122,-144.9968212,-144.1370771,-149.0748615,-140.1445349,-138.2177338,-126.9678834,64.96736333,,,,,,
MEA,GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,
MEA,IT.NET.BBND.P2,,,0.172037558,0.327775575,,0.876170016,0.894749426,1.286333412,1.712577849,2.159715028,2.613456646,3.489541553,4.358190846,4.641850935,5.426999037,7.014454981,7.671439756,9.0262947,9.760693247,9.709697674,11.02017898,
MEA,IT.MLT.MAIN.P2,10.17296316,11.02472553,12.1565398,13.19585362,13.7507354,15.18536966,15.94920239,16.63268629,16.94323681,16.78623808,16.52297213,16.69890319,16.63025554,16.0384043,15.24588222,15.02199063,15.2163303,15.34871671,16.02895876,15.16651471,15.40310703,
MEA,NY.GDP.MKTP.KD.ZG,6.747783708,1.475589309,1.480632869,5.029267759,7.879893642,5.017969784,5.837506643,5.224489206,4.616234215,0.684045579,5.033379026,3.586849395,4.293415278,2.22871521,2.808878721,2.405034344,4.018900101,1.785586473,2.023578571,1.512633266,-3.949879324,4.331002148
MEA,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,
MEA,SE.XPD.TOTL.GD.ZS,,6.201849937,,,5.371479988,4.794429779,4.619999886,4.730759859,4.282284975,4.015094876,3.639590025,3.452485085,3.503720045,4.073840141,,4.489999771,4.846480131,4.919927835,5.318870068,3.765284896,,
MEA,TX.VAL.TECH.MF.ZS,,,,,,,,,,,,3.650461245,3.637049688,3.287398316,5.114441778,4.904590454,3.91458949,3.843458766,4.24022747,4.668786741,8.026127122,
MEA,FP.CPI.TOTL.ZG,1.812946139,1.74665225,1.83299389,1.981967346,3.122262047,3.104966401,3.483406997,4.167823301,11.27066524,2.920897118,3.749157276,4.524211505,3.731209508,2.964004999,2.346268657,1.494759286,1.852075752,1.491939455,1.945793046,1.048834037,0.672256809,2.304465657
MEA,FR.INR.LNDP,,,,,5.5,4.679353583,3.654491667,3.5,3.879166667,4.3025,4.775,4.291666667,4.358333333,3.928667669,3.612096007,3.584889718,5.088333333,,,,,
MEA,SL.TLF.CACT.FE.ZS,18.96302705,19.07767681,18.67925142,19.11308276,19.51686521,19.95829392,20.08723961,20.3162795,19.56638701,19.88872149,19.89730356,19.58128699,19.96087689,19.90677126,19.90319341,20.30349614,20.86566846,20.52580385,19.77512112,19.41845165,18.48993224,18.60697397
MEA,SL.TLF.CACT.MA.ZS,74.01354967,73.03525351,72.27722475,72.2484317,72.26904003,72.31483079,72.28209048,72.02263961,71.69098066,71.72981792,72.30820864,71.71343108,71.9138964,72.26659428,71.78354742,71.54301963,71.50168257,71.26371242,71.44252842,71.65442521,69.75100948,70.04304231
MEA,LP.LPI.OVRL.XQ,,,,,,,,2.685882353,,,2.848947368,,2.797894737,,2.813666667,,2.887085105,,2.784,,,
MEA,CM.MKT.LCAP.GD.ZS,,,,,,,,,,49.73932142,47.53304684,33.47669964,32.76393649,52.30688271,46.60609609,49.04444381,47.16294466,47.36481197,47.64329736,125.3953767,173.931949,
MEA,MS.MIL.XPND.GD.ZS,5.875538835,5.871204942,5.48444983,5.242311041,4.88754868,4.570631561,4.349367933,4.324909967,4.053381899,4.868130877,4.636155185,4.460340805,4.633859025,5.228937158,5.770165003,6.576164941,5.583015502,5.752455917,5.570885866,5.018855144,5.392944545,
MEA,IT.CEL.SETS.P2,4.56532665,7.535831088,10.26484214,13.31367244,18.42853185,28.35411975,40.59008961,56.16396301,68.04432493,81.77297894,91.77876516,98.32540631,103.3221421,108.7654998,109.2673234,109.5885638,108.5206058,107.5444544,106.0029128,110.805425,110.8516544,
MEA,GC.NLD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,
MEA,EN.URB.LCTY.UR.ZS,27.32039373,27.25948782,27.23927862,27.1665949,26.94252103,26.73892559,26.54627724,26.35053943,26.28488207,26.22593473,26.13939191,25.74600862,25.67545323,25.63645168,25.62819528,25.65520141,25.71757341,25.78067946,25.86292882,25.80573758,25.74801136,25.68845025
MEA,GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,0.918194149,,,,,,,,1.588781132,
MEA,IC.LGL.CRED.XQ,,,,,,,,,,,,,,1.428571429,1.428571429,1.428571429,1.428571429,1.80952381,2.333333333,3.19047619,,
MEA,GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,
MEA,IC.REG.DURS.FE,,,,45.82142857,41.34375,39.38235294,38.08823529,33.23684211,24.86842105,23.34210526,23.47368421,23.675,24.88095238,23.5,22.73809524,22.78571429,23.80952381,21.5952381,20.76190476,19.88095238,,
MEA,IC.REG.DURS.MA,,,,45.10714286,40.59375,38.67647059,37.38235294,32.5,24.13157895,22.60526316,22.73684211,22.975,24.21428571,22.83333333,22.07142857,22.11904762,23.14285714,20.92857143,20.0952381,19.26190476,,
MEA,IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,4.163636364,
MEA,IC.TAX.TOTL.CP.ZS,,,,,,45.67647059,36.49411765,33.77368421,33.02631579,32.75789474,32.65789474,32.245,32.24761905,31.87142857,32.26190476,32.33809524,32.05714286,32.34761905,32.40952381,32.13333333,,
MEA,SE.PRM.TCAQ.ZS,95.9793396,95.87483978,95.64489746,96.35968781,96.49756622,94.75991821,93.30476379,92.22763824,91.8980484,92.71140289,92.82689667,90.34971619,85.69989014,84.76383972,86.73542023,86.28983307,85.92783356,86.55552673,86.25746155,84.59647369,83.48271179,
MEA,SL.UEM.TOTL.FE.ZS,17.35709715,17.57119602,18.3135606,17.74439987,17.03090788,17.20927072,16.36024951,15.25344762,15.27898507,16.43798719,17.09722949,17.53647842,17.81512157,17.7905532,17.90466216,18.23291024,18.43508577,18.49996479,17.8421127,17.41830564,19.18950783,19.67343779
MEA,SL.UEM.TOTL.MA.ZS,10.7277773,10.72393346,10.7313659,10.45486939,9.146845514,9.256042415,8.538172188,8.138150802,7.743836463,7.59185532,7.614079227,8.151316715,8.201305609,7.912903793,8.017055113,8.065079152,8.026002849,8.074271696,7.849353179,7.078902597,8.427921679,8.290315283
MEA,SP.URB.TOTL.IN.ZS,58.59567391,58.97171057,59.34295394,59.71633983,60.09818811,60.52415688,60.96673167,61.39518465,61.81617376,62.23800737,62.656622,63.00198346,63.34024881,63.67427629,64.00004552,64.37090085,64.71960427,65.05272643,65.37220585,65.67874465,65.97341702,66.25590578
MNA,IC.BUS.DISC.XQ,,,,,,4.461538462,4.461538462,4.461538462,4.538461538,4.846153846,5,5,5.384615385,5.384615385,5.615384615,5.615384615,5.846153846,6.076923077,6.307692308,6.307692308,,
MNA,IC.CRD.INFO.XQ,,,,,,,,,,,,,,3.153846154,3.153846154,3.230769231,3.461538462,4,4.076923077,4.153846154,,
MNA,FS.AST.PRVT.GD.ZS,30.19127235,31.68277404,31.38303958,31.17124763,29.25608691,29.28586682,30.73874381,31.55698134,30.20100177,33.26925724,37.33484145,38.79453545,37.48874767,35.23506381,38.14066181,42.42532262,46.62213252,,,30.49277808,35.75599505,
MNA,EG.USE.ELEC.KH.PC,1055.086789,1105.414899,1166.674714,1213.642364,1283.536489,1310.755193,1387.051816,1423.195764,1460.940156,1496.507053,1626.69688,1654.070731,1643.723407,1677.510835,1702.878547,,,,,,,
MNA,EG.IMP.CONS.ZS,-157.5721486,-136.8542188,-130.0700094,-128.6459738,-124.8539139,-116.4057048,-114.0958115,-110.3887538,-101.6772908,-92.6104923,-93.72570449,-78.69897215,-71.64266512,-62.07422693,-54.77227438,,,,,,,
MNA,GC.XPN.TOTL.GD.ZS,,,,,,23.96499685,26.0559257,23.3819772,24.34483796,24.64178414,,,,,,,,,,,,
MNA,IT.NET.BBND.P2,,,,0.044673784,,,0.344260285,0.565209139,0.820884927,1.157116484,1.576950903,2.356632639,3.165134667,3.828052215,4.642407453,5.035109385,5.784792894,7.118521846,7.860554927,7.893802027,9.113887436,
MNA,IT.MLT.MAIN.P2,8.545340219,9.433606648,10.70528361,11.93135135,12.55794218,14.19216242,15.08125774,15.90268987,16.23594897,16.12595157,15.96216662,15.98560343,15.85517923,15.22470262,14.43312921,14.45251289,14.61290324,14.71108837,15.30241638,14.39871206,14.57243925,
MNA,NY.GDP.MKTP.KD.ZG,6.037054355,2.717541015,3.091382311,2.266782073,7.788608519,4.531456838,5.144401796,6.114950437,3.726431631,2.641807313,5.270400082,-1.059172504,3.636574811,0.420904441,1.74055984,0.740157641,5.412260794,3.045636481,1.663359933,1.388754847,-3.38118956,4.22248816
MNA,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,
MNA,SE.XPD.TOTL.GD.ZS,,,,,,,4.619999886,4.864709854,4.33701992,5.130139828,3.625915051,3.442485094,3.434149981,3.811264992,,4.2104249,4.380000114,4.255970001,4.637115002,3.32583499,,
MNA,TX.VAL.TECH.MF.ZS,,,,,,,,,,,,2.932026112,,,,2.069546738,2.115262966,2.241254252,,,,
MNA,FP.CPI.TOTL.ZG,2.683805353,2.126545269,2.729135699,4.335993088,3.797040176,3.800468027,5.047032961,4.325807947,12.31073676,2.920897118,3.950078759,4.971485717,6.089096416,4.037629336,2.89947905,1.494759286,2.186861615,3.822623329,4.366150645,2.478578852,2.096269389,5.626046997
MNA,FR.INR.LNDP,,,,,5.5,5,4.7575,4.9625,5,5.483333333,5.166666667,5,5,4.608333333,4.63125,4.9775,5.2,,,,,
MNA,SL.TLF.CACT.FE.ZS,17.84199047,17.98118339,17.54769269,17.95855283,18.33708688,18.73841755,18.77544295,19.00052521,18.12887693,18.43738602,18.2845205,17.78355684,18.08412305,17.98270765,17.86828353,18.2002055,18.72747828,18.44608683,17.48182393,16.70209409,15.40314732,15.57496411
MNA,SL.TLF.CACT.MA.ZS,73.52647694,72.47602024,71.73283376,71.65005167,71.56087493,71.48245839,71.26884943,70.80324094,70.27012609,70.22267892,70.60573254,69.61626256,69.65590834,70.01436317,69.37731501,69.11683674,68.93471361,68.51823022,68.77023555,68.86146681,66.92168684,67.20403461
MNA,LP.LPI.OVRL.XQ,,,,,,,,2.366,,,2.600909091,,2.579166667,,2.4985645,,2.520700727,,2.510833333,,,
MNA,CM.MKT.LCAP.GD.ZS,,,,,,,,,,,27.44241249,20.49876104,18.33594538,41.06058649,23.2795973,20.7876945,19.99602396,23.25375276,28.2855744,,162.3232263,
MNA,MS.MIL.XPND.GD.ZS,3.274704238,3.512078987,3.496100311,3.587198566,3.365605141,3.231121297,3.076427775,2.866060557,2.805467494,3.243235057,3.072587405,2.742756329,2.840362508,3.125697081,3.454912703,3.41281163,3.243454811,3.35816691,2.947262032,2.96011615,3.097250172,
MNA,IT.CEL.SETS.P2,2.185751686,4.340458724,5.951967978,8.297429156,12.85959263,22.09034992,33.82141024,47.97623404,58.8965062,71.54214915,81.00581835,87.92825961,93.74206732,99.29211296,99.89369967,99.95739834,99.90024304,101.5578505,99.8617863,105.8526716,106.2015509,
MNA,GC.NLD.TOTL.GD.ZS,,,,,,-1.197166762,-2.148417653,0.491694827,-1.512675339,-2.847937307,,,,,,,,,,,,
MNA,EN.URB.LCTY.UR.ZS,26.38891863,26.30255395,26.25664375,26.16013008,25.90253199,25.65387476,25.41723495,25.18785387,25.15542139,25.12120793,25.02052876,24.53298082,24.40261061,24.27902004,24.16537713,24.07678086,24.00810966,23.9545079,23.90901894,23.81410249,23.72046686,23.62788686
MNA,GB.XPD.RSDV.GD.ZS,,,,,,,,,,,,,,,,0.456109669,,0.61789457,,,,
MNA,IC.LGL.CRED.XQ,,,,,,,,,,,,,,1.153846154,1.153846154,1.153846154,1.153846154,1.769230769,2.307692308,3.384615385,,
MNA,GC.TAX.TOTL.GD.ZS,,,,,,12.14156625,12.53341838,12.55779936,12.79903777,13.0544195,,,,,,,,,,,,
MNA,IC.REG.DURS.FE,,,,49.77777778,42.54545455,40.25,39.91666667,39.16666667,28,26,26,25.91666667,28.23076923,26.5,25.73076923,26.34615385,26.46153846,25.76923077,25.07692308,25.15384615,,
MNA,IC.REG.DURS.MA,,,,49.22222222,41.90909091,39.66666667,39.33333333,38.58333333,27.41666667,25.41666667,25.41666667,25.33333333,27.69230769,25.96153846,25.19230769,25.80769231,25.92307692,25.23076923,24.53846154,24.61538462,,
MNA,IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,3.688888889,
MNA,IC.TAX.TOTL.CP.ZS,,,,,,56.79166667,43.8,43.45833333,42.50833333,42.25,42.25833333,40.86666667,40.10769231,39.37692308,39.95384615,39.81538462,39.07692308,39.6,39.48461538,39.10769231,,
MNA,SE.PRM.TCAQ.ZS,95.7871933,95.72736359,95.48271942,96.20665741,96.63007355,95.04466248,93.47740173,92.22306824,91.8890686,91.43488312,91.63546753,88.66738129,82.93993378,81.35134888,83.82308197,83.54515076,83.2803421,84.10151672,84.17044067,82.41612244,81.43878937,
MNA,SL.UEM.TOTL.FE.ZS,18.97812652,19.15386129,19.86608658,19.02593461,18.11954255,18.45634486,17.51453452,16.34973778,16.66266377,17.86567453,18.7668431,19.34443263,19.55948487,19.67732019,19.84294254,20.33821473,20.60835189,20.74865216,19.95966697,19.56633025,21.88613973,22.22814602
MNA,SL.UEM.TOTL.MA.ZS,11.78121954,11.77612263,11.73995842,11.42821249,9.937447039,10.13620586,9.368129727,9.045868669,8.750066937,8.578674602,8.704337824,9.513081987,9.720965355,9.378682607,9.564072713,9.722560278,9.727003913,9.740009483,9.499660325,8.632979038,10.01699365,9.860330528
MNA,SP.URB.TOTL.IN.ZS,55.44682891,55.80955733,56.17390364,56.53547316,56.88910484,57.27166147,57.65360157,58.00531644,58.34429499,58.6889093,59.05095474,59.34241027,59.63741063,59.94010225,60.24157752,60.6016311,60.94188713,61.27101508,61.59124623,61.90339987,62.20982851,62.51025033
TMN,IC.BUS.DISC.XQ,,,,,,4.333333333,4.333333333,4.333333333,4.416666667,4.75,4.916666667,4.916666667,5.333333333,5.333333333,5.583333333,5.583333333,5.833333333,6.083333333,6.333333333,6.333333333,,
TMN,IC.CRD.INFO.XQ,,,,,,,,,,,,,,2.833333333,2.833333333,2.833333333,3.083333333,3.666666667,3.75,3.833333333,,
TMN,FS.AST.PRVT.GD.ZS,30.27649694,31.77250857,31.44049795,31.24741217,29.30202682,29.30568166,30.76682707,31.60485767,30.27162778,33.35675209,37.43332598,38.90371483,37.58523254,35.33012823,38.24066428,42.52648225,46.73255608,,,30.23247832,35.4727786,
TMN,EG.USE.ELEC.KH.PC,1055.086789,1105.414899,1166.674714,1213.642364,1283.536489,1310.755193,1387.051816,1423.195764,1460.940156,1496.507053,1626.69688,1654.070731,1643.723407,1677.510835,1702.878547,,,,,,,
TMN,EG.IMP.CONS.ZS,-157.5721486,-136.8542188,-130.0700094,-128.6459738,-124.8539139,-116.4057048,-114.0958115,-110.3887538,-101.6772908,-92.6104923,-93.72570449,-78.69897215,-71.64266512,-62.07422693,-54.77227438,,,,,,,
TMN,GC.XPN.TOTL.GD.ZS,,,22.72029347,22.58964226,22.21652618,24.22169726,26.32232565,23.60944598,24.55209424,24.88806265,,,,,,,,,,,,
TMN,IT.NET.BBND.P2,,,,0.044673784,,,0.339418879,0.553965857,0.820884927,1.157116484,1.576950903,2.337509988,3.148271609,3.813030887,4.633146508,5.020483609,5.768512457,7.112516166,7.865535394,7.901168064,9.136380691,
TMN,IT.MLT.MAIN.P2,8.546531077,9.453882431,10.74720072,11.98875984,12.6148972,14.24881309,15.15635979,15.98234608,16.32139742,16.20948685,16.04939211,16.06939598,15.9368842,15.29864584,14.49991911,14.52147996,14.6799668,14.77077922,15.38237129,14.46370417,14.64325088,
TMN,NY.GDP.MKTP.KD.ZG,6.174088042,2.814818292,3.202528754,2.195711877,7.693205528,4.479813259,5.194380365,6.132771764,3.698696595,2.59562315,5.266236151,-1.147153378,3.614065062,0.380822808,1.759084932,0.711615278,5.378219076,3.06220272,1.66773335,1.389015021,-3.301112195,4.196322984
TMN,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,
TMN,SE.XPD.TOTL.GD.ZS,,,,,,,4.619999886,4.864709854,4.33701992,5.130139828,,,,,,3.930850029,4.050000191,,,3.32583499,,
TMN,TX.VAL.TECH.MF.ZS,,,,,,,,,,,,2.946330568,,,,2.079878905,2.127956684,2.256483556,,,,
TMN,FP.CPI.TOTL.ZG,2.289219961,2.269757205,2.721032849,4.268953958,3.961800303,3.493685346,6.251724667,4.74390639,12.66285283,3.292900212,3.966779089,5.020099832,6.335285446,4.821019563,2.908202985,1.557907113,2.738412087,4.321352183,4.462311085,3.005389494,2.415130941,5.706350208
TMN,FR.INR.LNDP,4.415416667,4.25,4.583333333,4.869166667,5.225,4.847083333,4.416666667,4.25,4.283333333,4.892916667,4.970833333,4.645833333,4.679166667,4.385416667,4.470833333,4.847083333,5.470833333,,,,,
